movieId,title,genres,userId,rating,timestamp
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller,88556,3.5,1532199840
2352,"Big Chill, The (1983)",Comedy|Drama,137293,3.5,1406247171
110,Braveheart (1995),Action|Drama|War,121876,4.0,833054561
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,101984,3.0,1111974957
106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,6959,4.0,1480185933
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,48440,4.0,1228100599
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,7801,3.0,1436824376
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,3804,5.0,967880982
89840,Killer Elite (2011),Action|Thriller,73826,3.0,1322778734
58156,Semi-Pro (2008),Comedy,80896,4.0,1204511329
8533,"Notebook, The (2004)",Drama|Romance,105384,5.0,1284687665
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,31987,4.0,1064353333
69122,"Hangover, The (2009)",Comedy|Crime,84232,3.0,1419700692
3504,Network (1976),Comedy|Drama,54418,1.0,958577527
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,33983,2.0,998001173
4816,Zoolander (2001),Comedy,74151,5.0,1105955018
87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,115414,4.5,1548154516
56607,"Kite Runner, The (2007)",Drama,108012,3.5,1284919528
173933,The Son of Bigfoot (2017),Animation|Children,10919,0.5,1554815046
5507,xXx (2002),Action|Crime|Thriller,54462,4.0,1420915930
1003,Extreme Measures (1996),Drama|Thriller,107752,1.0,868993408
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,3854,3.0,901642677
991,Michael Collins (1996),Drama,34493,5.0,957547221
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,100285,3.0,938533715
5464,Road to Perdition (2002),Crime|Drama,150168,3.0,1026742195
204,Under Siege 2: Dark Territory (1995),Action,69538,5.0,943871380
481,Kalifornia (1993),Drama|Thriller,15537,4.0,1291522607
183837,The Favourite,Drama,128223,5.0,1548712381
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,95975,5.0,1135803183
4099,Death Before Dishonor (1987),Action|Drama,98491,2.0,1136681220
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,134906,3.5,1090418848
252,I.Q. (1994),Comedy|Romance,40723,4.0,959635917
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,91750,4.0,1057680580
1221,"Godfather: Part II, The (1974)",Crime|Drama,100545,4.0,1243088481
1673,Boogie Nights (1997),Drama,55114,3.0,1117478673
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,151938,2.5,1237401983
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,114787,4.0,862354694
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,23844,5.0,945561655
8907,Shark Tale (2004),Animation|Children|Comedy,156183,3.5,1510530969
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,148647,3.5,1552362052
4776,Training Day (2001),Crime|Drama|Thriller,34511,2.5,1529526828
3744,Shaft (2000),Action|Crime|Thriller,61585,1.0,964982621
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,62687,5.0,1465931717
8147,Charly (1968),Drama|Sci-Fi,18205,4.0,1085398751
1962,Driving Miss Daisy (1989),Drama,42702,2.5,1543201448
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,43549,3.5,1248830570
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,44240,4.0,1485126997
562,Welcome to the Dollhouse (1995),Comedy|Drama,85293,5.0,938982495
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,81953,3.0,1081721634
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,59881,2.0,1515230788
3286,Snow Day (2000),Comedy,82283,3.0,1237218415
115122,What We Do in the Shadows (2014),Comedy|Horror,119392,4.0,1553812882
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,462,2.5,1138575058
2792,Airplane II: The Sequel (1982),Comedy,39662,3.0,979418752
5809,Femme Fatale (2002),Crime|Thriller,143099,4.0,1112191218
2723,Mystery Men (1999),Action|Comedy|Fantasy,57144,4.0,974709459
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,89302,5.0,1480975581
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,17670,2.5,1111475220
205076,Downton Abbey (2019),Drama,73824,4.0,1569276166
2329,American History X (1998),Crime|Drama,90580,5.0,1264661465
541,Blade Runner (1982),Action|Sci-Fi|Thriller,80661,3.5,1363178773
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,49186,4.0,1415990909
2791,Airplane! (1980),Comedy,94045,4.0,1447608324
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,13475,4.0,1005431658
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,47067,5.0,867446653
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,85131,3.0,1240210702
5377,About a Boy (2002),Comedy|Drama|Romance,137833,3.5,1301954959
50068,Letters from Iwo Jima (2006),Drama|War,115642,3.5,1371226672
1707,Home Alone 3 (1997),Children|Comedy,103834,1.0,1179540779
457,"Fugitive, The (1993)",Thriller,145734,5.0,837098846
1090,Platoon (1986),Drama|War,127279,3.5,1339858882
121231,It Follows (2014),Horror,103199,4.0,1560982774
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,105607,4.0,1192797061
912,Casablanca (1942),Drama|Romance,89051,5.0,1414898746
134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,80152,5.0,1459712018
1242,Glory (1989),Drama|War,137377,5.0,978421410
5010,Black Hawk Down (2001),Action|Drama|War,144442,5.0,1137306188
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance,147565,4.0,1443434923
54997,3:10 to Yuma (2007),Action|Crime|Drama|Western,45910,3.0,1446588094
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,139835,4.0,983477524
30707,Million Dollar Baby (2004),Drama,14054,4.0,1468611537
49272,Casino Royale (2006),Action|Adventure|Thriller,63423,5.0,1228025242
1932,"Great Ziegfeld, The (1936)",Drama|Musical,160026,4.0,955341519
94813,Chernobyl Diaries (2012),Horror,40434,4.0,1444614076
6538,Swimming Pool (2003),Drama|Mystery|Thriller,4741,4.0,1283836045
3030,Yojimbo (1961),Action|Adventure,89407,4.5,1134064462
81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,122043,4.5,1449400712
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,28678,4.5,1370212057
2918,Ferris Bueller's Day Off (1986),Comedy,134632,5.0,944157210
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,24005,4.0,831982889
2333,Gods and Monsters (1998),Drama,11775,4.0,950592426
605,One Fine Day (1996),Drama|Romance,137201,1.5,1396287149
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,29449,3.0,965014474
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,17763,4.0,1036351665
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,67279,5.0,1546242470
2912,"Limey, The (1999)",Crime|Drama|Thriller,143107,3.5,1057451330
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,67547,1.5,1507153354
58998,Forgetting Sarah Marshall (2008),Comedy|Romance,114562,3.5,1287196335
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,11312,4.0,1328672304
31807,Dot the I (2003),Drama|Film-Noir|Thriller,107432,4.0,1159591700
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,68442,5.0,943982192
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,28808,1.0,917742239
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,153876,2.5,1292438145
6502,28 Days Later (2002),Action|Horror|Sci-Fi,6834,4.0,1232073699
1256,Duck Soup (1933),Comedy|Musical|War,56076,3.0,950257255
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,158575,4.0,1460751923
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,19500,1.5,1493999141
337,What's Eating Gilbert Grape (1993),Drama,1597,5.0,831639325
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,51149,4.0,1340118049
47200,Crank (2006),Action|Thriller,133400,5.0,1405353191
2395,Rushmore (1998),Comedy|Drama,120708,4.0,1462188546
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,69537,3.5,1119484823
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,79689,3.0,1230442513
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,15707,5.0,1430470134
368,Maverick (1994),Adventure|Comedy|Western,89630,4.0,841360578
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,78184,3.0,1010716148
1441,Benny & Joon (1993),Comedy|Romance,80563,3.0,945645301
81784,Morning Glory (2010),Comedy|Drama|Romance,103874,1.5,1469289533
101127,Tripping the Rift: The Movie (2008),Animation|Comedy|Sci-Fi,3180,1.0,1471816477
79,"Juror, The (1996)",Drama|Thriller,139371,2.0,831847268
1256,Duck Soup (1933),Comedy|Musical|War,159686,5.0,954130770
54256,Hot Rod (2007),Comedy,20055,2.5,1187504675
97306,Seven Psychopaths (2012),Comedy|Crime,49599,4.0,1560402433
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157434,3.0,844082182
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,41902,3.5,1243394398
1588,George of the Jungle (1997),Children|Comedy,53252,4.0,1468621565
51662,300 (2007),Action|Fantasy|War|IMAX,18164,5.0,1331297113
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,149409,4.0,1199126174
4995,"Beautiful Mind, A (2001)",Drama|Romance,13108,3.5,1455738141
1204,Lawrence of Arabia (1962),Adventure|Drama|War,24390,5.0,900955249
189333,Mission: Impossible - Fallout (2018),Action|Adventure|Thriller,29021,3.0,1535845583
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,140198,5.0,1183643769
5014,I Am Sam (2001),Drama,12260,4.5,1457361908
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,102218,4.5,1309046558
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,100364,3.0,1183120320
1135,Private Benjamin (1980),Comedy,153514,1.0,852513771
586,Home Alone (1990),Children|Comedy,21271,3.0,838205150
6,Heat (1995),Action|Crime|Thriller,47321,5.0,843063277
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,150416,3.5,1528476596
1307,When Harry Met Sally... (1989),Comedy|Romance,77029,3.0,992918800
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,65629,3.5,1283904087
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,101616,3.0,1317513407
5266,Panic Room (2002),Thriller,54060,5.0,1440439595
2668,Swamp Thing (1982),Horror|Sci-Fi,61704,5.0,942828558
1193,One Flew Over the Cuckoo's Nest (1975),Drama,144528,4.0,1247709876
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,137310,5.0,1439776557
5630,Red Dragon (2002),Crime|Mystery|Thriller,45099,3.5,1226865427
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,89396,3.0,1172520171
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,109432,4.0,1116528007
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,152237,4.5,1111652632
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,54893,5.0,850479713
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,111629,5.0,1163558130
1246,Dead Poets Society (1989),Drama,53517,2.0,1566765799
2028,Saving Private Ryan (1998),Action|Drama|War,15897,5.0,952049545
6807,Monty Python's The Meaning of Life (1983),Comedy,139883,4.0,1507333008
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,38151,3.0,1078021581
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,146221,3.0,996815281
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,65521,5.0,1488083991
2941,South Pacific (1958),Musical|Romance|War,106607,2.0,944919818
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller,45016,4.0,1438208276
52375,"Hoax, The (2007)",Crime|Drama,29803,3.0,1545119087
4995,"Beautiful Mind, A (2001)",Drama|Romance,155708,3.5,1306203890
80126,"American, The (2010)",Drama|Thriller,45496,3.0,1458940743
1204,Lawrence of Arabia (1962),Adventure|Drama|War,83693,5.0,993811665
3793,X-Men (2000),Action|Adventure|Sci-Fi,11544,3.5,1138087284
111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,5829,5.0,1461403702
733,"Rock, The (1996)",Action|Adventure|Thriller,66462,4.5,1056779043
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,4494,3.0,864216368
5572,Barbershop (2002),Comedy,83972,1.5,1117136896
147,"Basketball Diaries, The (1995)",Drama,43226,5.0,1111484200
4153,Down to Earth (2001),Comedy|Fantasy|Romance,11670,3.0,1027304256
2983,"Ipcress File, The (1965)",Thriller,10962,4.0,1178658462
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,42416,5.0,842980597
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,158785,3.0,945819472
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,120167,2.5,1299464097
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,47697,3.5,1112305376
60072,Wanted (2008),Action|Thriller,141663,1.0,1543276224
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,145052,4.0,982692342
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,136546,3.0,958282000
63113,Quantum of Solace (2008),Action|Adventure|Thriller,47824,5.0,1492058689
1485,Liar Liar (1997),Comedy,46801,5.0,860716394
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,21864,4.5,1129323395
6708,Matchstick Men (2003),Comedy|Crime|Drama,26206,5.0,1273945850
8529,"Terminal, The (2004)",Comedy|Drama|Romance,22661,3.5,1524859191
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,50769,3.5,1449796384
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,123198,4.5,1553491623
5010,Black Hawk Down (2001),Action|Drama|War,10651,2.0,1076403368
1911,Dr. Dolittle (1998),Comedy,129530,1.5,1360301461
103048,"Kings of Summer, The (2013)",Comedy,42202,4.5,1521602493
27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,55172,3.5,1167611455
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,27908,4.0,1201315807
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1836,4.0,925878952
802,Phenomenon (1996),Drama|Romance,69000,3.5,1564248951
266,Legends of the Fall (1994),Drama|Romance|War|Western,115427,3.0,833829591
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,33502,3.5,1501633029
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,102790,4.0,868970844
111743,A Million Ways to Die in the West (2014),Comedy|Western,84692,1.5,1556394369
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,88086,3.0,1443290671
3489,Hook (1991),Adventure|Comedy|Fantasy,35588,3.0,994966236
6863,School of Rock (2003),Comedy|Musical,100312,3.0,1422508842
1246,Dead Poets Society (1989),Drama,35252,4.5,1131218310
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,161243,4.5,1362888382
122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,21140,4.0,1542528470
81417,Paranormal Activity 2 (2010),Horror|IMAX,1288,4.0,1543340199
2612,Mildred Pierce (1945),Drama|Film-Noir,75940,4.0,1420685350
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,18550,1.0,1074997622
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,4437,3.0,1435859590
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,1840,5.0,862421365
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,94485,3.0,945067867
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,113791,4.5,1182149468
103341,"World's End, The (2013)",Action|Comedy|Sci-Fi,43620,3.0,1464105566
6502,28 Days Later (2002),Action|Horror|Sci-Fi,27171,5.0,1486445642
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,109902,3.0,945808283
541,Blade Runner (1982),Action|Sci-Fi|Thriller,112915,4.0,1529892554
5902,Adaptation (2002),Comedy|Drama|Romance,36280,4.0,1344510016
152077,10 Cloverfield Lane (2016),Thriller,43941,4.5,1483956568
1704,Good Will Hunting (1997),Drama|Romance,74387,2.0,1000637417
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,45529,3.5,1109608674
8487,Please Don't Eat the Daisies (1960),Children|Comedy|Musical,83577,2.5,1114382924
82167,Love and Other Drugs (2010),Comedy|Drama|Romance,65173,4.0,1540809438
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,27999,4.5,1573327170
3254,Wayne's World 2 (1993),Comedy,136247,4.5,1525719394
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,29829,5.0,1226723538
1416,Evita (1996),Drama|Musical,131538,1.5,1259055655
78105,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,143161,3.0,1397847152
85510,Sucker Punch (2011),Action|Fantasy|Thriller|IMAX,122254,2.5,1570571240
2334,"Siege, The (1998)",Action|Thriller,64415,3.0,975805232
1213,Goodfellas (1990),Crime|Drama,121633,5.0,1130972003
5013,Gosford Park (2001),Comedy|Drama|Mystery,16325,4.0,1015238072
78088,Buried (2010),Mystery|Thriller,140463,3.5,1290535315
1967,Labyrinth (1986),Adventure|Fantasy|Musical,153041,4.5,1461398105
5410,Silent Running (1972),Drama|Sci-Fi,144488,4.5,1251669009
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,135800,4.5,1559059166
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,84969,4.0,1056583922
2024,"Rapture, The (1991)",Drama|Mystery,134427,5.0,919874633
101525,"Place Beyond the Pines, The (2012)",Crime|Drama,138539,3.5,1410809622
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,97754,3.5,1433873551
62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX,111798,2.5,1453753557
1159,Love in Bloom (1935),Romance,74734,1.0,978550208
1285,Heathers (1989),Comedy,74877,4.0,852627546
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,125973,4.0,1111896084
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,28459,4.0,1311103217
34,Babe (1995),Children|Drama,10350,4.0,1357431227
2329,American History X (1998),Crime|Drama,91306,1.0,1415538886
2424,You've Got Mail (1998),Comedy|Romance,150902,3.5,1412897861
1380,Grease (1978),Comedy|Musical|Romance,36467,3.0,1171679733
55290,Gone Baby Gone (2007),Crime|Drama|Mystery,76610,3.5,1310348245
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,49508,3.0,1558470855
1380,Grease (1978),Comedy|Musical|Romance,154250,4.0,1170276209
49272,Casino Royale (2006),Action|Adventure|Thriller,6790,3.5,1459538751
97913,Wreck-It Ralph (2012),Animation|Comedy,126222,4.0,1451250105
216,Billy Madison (1995),Comedy,3394,4.5,1519812560
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,78764,5.0,1020817157
